Unnamed: 0,authorMeta/fans,authorMeta/following,authorMeta/verified,authorMeta/video,commentCount,createTimeISO,diggCount,playCount,shareCount,text,videoMeta/duration,sentiment,we_count,them_count,clean_text,has_we,has_them,we_count,them_count,pronoun_type,has_othering,othering_score,matched_patterns,othering_predicted,othering_proba,toxicity,severe_toxicity,identity_attack,insult,threat,emotion,emotion_score
370,175500,869,False,10,32700,2022-03-31T06:13:13.000Z,5900000,35700000,41900,Round 2 ✌I’m done losing weight now! 80kg gone forever BYE #proud #weightloss #happy #transition #transformation #glowup #2 #fyp,13,"{'label': 'positive', 'score': 0.9474403858184814}",2,0,round 2 i m done losing weight now! 80kg gone forever bye proud weightloss happy transition transformation glowup 2 fyp,False,False,0,0,none,False,0,[],0,0.0,0.0348881259560585,0.00012729672016575933,0.0002477720845490694,0.0011868418660014868,0.00021903817832935601,joy,0.3225032687187195
371,1700000,129,True,891,49300,2021-04-27T18:13:00.000Z,5900000,41900000,281300,I just want someone in my life that is this HAPPY to see me  #TikTokGGT #chimp #chimpanzee #happy #sad #goals,16,"{'label': 'positive', 'score': 0.9071719646453857}",1,0,i just want someone in my life that is this happy to see me tiktokggt chimp chimpanzee happy sad goals,False,False,0,0,none,False,0,[],0,0.0,0.11955618113279343,0.00029712700052186847,0.0014600104186683893,0.006751739885658026,0.0008782603545114398,desire,0.8927330374717712
372,11600000,29,True,804,45300,2021-06-13T20:31:47.000Z,5800000,58400000,13500,MacBook or Super Cute Dogs? #foryou #dogs #cute #viral #happy #ending,19,"{'label': 'positive', 'score': 0.937150239944458}",0,0,macbook or super cute dogs? foryou dogs cute viral happy ending,False,False,0,0,none,False,0,[],0,0.0,0.0019912421703338623,8.815854380372912e-05,0.00014897208893671632,0.00021790750906802714,0.00010289213241776451,confusion,0.6096755266189575
373,769800,11,False,1635,104500,2022-01-22T00:56:10.000Z,5800000,21600000,252100,#greenscreenvideo #rainfrog#frog#frogtok#frogsoftiktok#africanbullfrog#frogs#froggy#toad#bullfrog#dumpy#dumpyfrog#dumpytreefrog#ribbit#animals#ribbits#frogss#amphibian#toad#toads#toadsoftiktok#toadtok#toadtiktok#toadlady#frogsquishmallow#happyfrog#babyfrog#tadpole#tadpoles#poisiondartfrog#dartfrog#animalsinthewild#dirt#crazyfrog#animalfight#mc#friends#frogcontent#frogvideos#frogmusic#singing#sound#notes#leapfrog#singing#happy#happyfrog#twater#fan#hiding#silly#sillyfrog#running#jumping#swimming,7,"{'label': 'neutral', 'score': 0.7872136831283569}",1,0,greenscreenvideo rainfrog frog frogtok frogsoftiktok africanbullfrog frogs froggy toad bullfrog dumpy dumpyfrog dumpytreefrog ribbit animals ribbits frogss amphibian toad toads toadsoftiktok toadtok toadtiktok toadlady frogsquishmallow happyfrog babyfrog tadpole tadpoles poisiondartfrog dartfrog animalsinthewild dirt crazyfrog animalfight mc friends frogcontent frogvideos frogmusic singing sound notes leapfrog singing happy happyfrog twater fan hiding silly sillyfrog running jumping swimming,False,False,0,0,none,True,1,['animals'],1,0.25,0.27907195687294006,0.0005169197684153914,0.0013351489324122667,0.01043244730681181,0.0013449654215946794,neutral,0.9998846054077148
374,89800,254,False,104,29800,2021-08-25T20:15:54.000Z,5700000,33600000,55000,My 6 year old tattooed me today!!! #tattok #ink #fresh #dadanddaughter #memories #fyp #foryoupage #viral #trending #cute #happy #LeadWithLove #best #a,72,"{'label': 'positive', 'score': 0.9848334193229675}",0,0,my 6 year old tattooed me today!!! tattok ink fresh dadanddaughter memories fyp foryoupage viral trending cute happy leadwithlove best a,False,False,0,0,none,False,0,[],0,0.0,0.02745048701763153,0.00012049270299030468,0.0002243857888970524,0.0009684390970505774,0.00023185946338344365,neutral,0.9836724400520325
375,1100000,104,False,227,359400,2022-02-15T19:45:49.000Z,5600000,64300000,406500,♥️Newt makes the most of what he’s got! #NewtTheNoseless #DontNeedNoNose #happy #dogsofttiktok #picassothewonkyfaceddog #choosehappiness,10,"{'label': 'positive', 'score': 0.9784564971923828}",0,0,newt makes the most of what he s got! newtthenoseless dontneednonose happy dogsofttiktok picassothewonkyfaceddog choosehappiness,False,False,0,0,none,False,0,[],0,0.0,0.6607544422149658,0.0008970487397164106,0.008471077308058739,0.13151788711547852,0.0007103483658283949,neutral,0.5934066772460938
376,4900000,1,True,119,35300,2022-04-19T23:10:19.000Z,5300000,28000000,33300,Clap along   #comedy #ahh #pharrell #happy #ouch #despicableme #minions #gru,6,"{'label': 'positive', 'score': 0.6605715155601501}",0,0,clap along comedy ahh pharrell happy ouch despicableme minions gru,False,False,0,0,none,False,0,[],0,0.0,0.012939734384417534,9.206699178321287e-05,0.00024704812676645815,0.0005798515630885959,0.0001712742232484743,joy,0.9670751094818115
377,112000,2212,False,116,32100,2021-01-20T19:24:24.000Z,5300000,27800000,177100,Brain massage  #dc #dlaciebie #pies #foryou #fyp #fy #fun #malinois #dog #cool #happy,7,"{'label': 'positive', 'score': 0.9087380170822144}",0,0,brain massage dc dlaciebie pies foryou fyp fy fun malinois dog cool happy,False,False,0,0,none,False,0,[],0,0.0,0.439726322889328,0.000993182067759335,0.00699709914624691,0.06596504151821136,0.0009319364326074719,joy,0.9949396848678589
378,211000,1090,False,126,29500,2021-08-12T18:10:00.000Z,5200000,22700000,37400,This teacher is a walking W #greenscreenvideo #wholesome #teacher #happy #smile,15,"{'label': 'positive', 'score': 0.9855433702468872}",0,0,this teacher is a walking w greenscreenvideo wholesome teacher happy smile,False,False,0,0,none,False,0,[],0,0.0,0.0013595606433227658,9.443262388231233e-05,0.00014519815158564597,0.00020181419677101076,0.00011117658868897706,joy,0.9888522624969482
379,414300,6,False,294,33400,2020-11-10T17:38:18.000Z,5200000,19000000,23000,Reply to @keyla._reyes yellow journal! I think I’m in love! What color should I do next? #yellow #fyp #foryoupage #journal #art #paper #MyHobby #happy,52,"{'label': 'positive', 'score': 0.9824480414390564}",2,0,reply to . reyes yellow journal! i think i m in love! what color should i do next? yellow fyp foryoupage journal art paper myhobby happy,False,False,0,0,none,False,0,[],0,0.0,0.0033310081344097853,8.657317084725946e-05,0.00017561877029947937,0.0002567218616604805,0.00011680411989800632,love,0.9955332279205322
380,2800000,73,False,295,80200,2021-10-10T19:23:57.000Z,12400000,94100000,81300,Thank you sm for letting me know  my videos are being stolen! I have reported them so hopefully they get taken down ❤️ #disney #sewing #fashion #diy,53,"{'label': 'positive', 'score': 0.5838248133659363}",0,2,thank you sm for letting me know my videos are being stolen! i have reported them so hopefully they get taken down disney sewing fashion diy,False,True,0,2,them_only,False,0,[],0,0.0,0.03858483210206032,0.00012687439448200166,0.0003073129628319293,0.0010900326306000352,0.000352449162164703,gratitude,0.811356782913208
381,13000000,269,True,2824,98100,2021-03-14T01:23:48.000Z,9700000,56000000,178700,slime looks good on ya @charlidamelio  #kca #slime #charlidamelio #surprise #fashion #slimed,16,"{'label': 'positive', 'score': 0.9575733542442322}",0,0,slime looks good on ya kca slime charlidamelio surprise fashion slimed,False,False,0,0,none,False,0,[],0,0.0,0.04076813906431198,0.00015661709767300636,0.00037648066063411534,0.002596089616417885,0.0002267958625452593,admiration,0.851891040802002
382,1500000,137,True,190,62500,2020-08-26T14:20:04.000Z,9400000,55800000,181000,Grateful Gramps  #gramps #opa #streetwear #fashion #drake #mode #makeover,13,"{'label': 'positive', 'score': 0.9202380180358887}",1,0,grateful gramps gramps opa streetwear fashion drake mode makeover,False,False,0,0,none,False,0,[],0,0.0,0.00134486542083323,9.147410310106352e-05,0.0001336676796199754,0.00020925367425661534,9.95655354927294e-05,gratitude,0.9998586177825928
383,1700000,2149,True,3543,15800,2021-01-12T16:39:47.000Z,8000000,44300000,12900,She is righting her wrongs. #ootd #gown #dress #designer #love #laugh #comedy #jokes #happy #model #happy #goodvibes  #fashion,33,"{'label': 'positive', 'score': 0.9412567019462585}",0,0,she is righting her wrongs. ootd gown dress designer love laugh comedy jokes happy model happy goodvibes fashion,False,False,0,0,none,False,0,[],0,0.0,0.0019775228574872017,8.656227146275342e-05,0.00015785008145030588,0.000234472710872069,0.00010083614324685186,love,0.6216205954551697
384,4400000,131,True,95,71300,2021-02-17T01:30:26.000Z,7800000,34000000,50700,"making a frog dress  (this is part 1, the base dress. part 2 will have the coat!) #frogtok #fashion #diy #frog",21,"{'label': 'neutral', 'score': 0.5488632321357727}",0,0,"making a frog dress this is part 1, the base dress. part 2 will have the coat! frogtok fashion diy frog",False,False,0,0,none,False,0,[],0,0.0,0.005138816311955452,8.768919360591099e-05,0.00018161695334129035,0.00036270433338359,0.00012403550499584526,neutral,0.9999920129776001
385,423900,165,False,720,154300,2021-06-27T07:00:46.000Z,6600000,36800000,119900,"The sad thing about the fashion runway, this girl suffered #runway #sadgirl #sad #model #foryou #supermodel #design #pfw #fashion",12,"{'label': 'negative', 'score': 0.92596036195755}",0,0,"the sad thing about the fashion runway, this girl suffered runway sadgirl sad model foryou supermodel design pfw fashion",False,False,0,0,none,False,0,[],0,0.0,0.006332500837743282,8.158862328855321e-05,0.00020076645887456834,0.00042556397966109216,0.00010979120997944847,sadness,0.9990518689155579
386,94500,1938,False,57,121500,2021-05-21T17:35:39.000Z,6500000,23100000,82100,Ouch @converse #internship #design #smalldesigner #plzstopstealing #fashion #TWDSurvivalChallenge #fyp,57,"{'label': 'negative', 'score': 0.7650134563446045}",0,0,ouch internship design smalldesigner plzstopstealing fashion twdsurvivalchallenge fyp,False,False,0,0,none,False,0,[],0,0.0,0.047618668526411057,0.00014417694183066487,0.00031121610663831234,0.0017669625813141465,0.0002352212613914162,neutral,0.9999821186065674
387,587700,69,False,87,36000,2022-04-03T14:58:58.000Z,6300000,41000000,30000,You barely get wet on this ride  @thatstraightfaceguy #fyp #foryou #AFairShotWithBlock #fashion #lifeadvice,23,"{'label': 'positive', 'score': 0.5267444252967834}",1,0,you barely get wet on this ride fyp foryou afairshotwithblock fashion lifeadvice,False,False,0,0,none,False,0,[],0,0.0,0.19972535967826843,0.00025025999639183283,0.0006360005354508758,0.004966668784618378,0.0006260632071644068,neutral,0.9999866485595703
388,2200000,163,False,463,17000,2021-11-10T17:55:51.000Z,6000000,54000000,34100,Team DAY or NIGHT? ☀️ OUTFITS ON MY LTK ‼️ #fyp #foryou #fashiontok #inspo #aesthetic #fashion #ootd #outfit #style #fallfashion #winterfashion,24,"{'label': 'neutral', 'score': 0.6134943962097168}",0,0,team day or night? outfits on my ltk fyp foryou fashiontok inspo aesthetic fashion ootd outfit style fallfashion winterfashion,False,False,0,0,none,False,0,[],0,0.0,0.05960883945226669,0.0001801318721845746,0.0003011812223121524,0.0017457760404795408,0.0003346353769302368,neutral,0.9998544454574585
389,493700,2,False,314,81800,2021-08-08T15:02:59.000Z,6000000,19100000,83500,Why be like everyone else? #haircut  #fypage #fashion #glowup,15,"{'label': 'neutral', 'score': 0.6189783811569214}",0,0,why be like everyone else? haircut fypage fashion glowup,False,False,0,0,none,False,0,[],0,0.0,0.03291589394211769,0.00012338750821072608,0.0004109258879907429,0.0017299923347309232,0.00015556289872620255,neutral,0.6038820743560791
390,3500000,262,True,261,34800,2020-02-28T19:07:05.000Z,6000000,37600000,56600,"My mini series with my bff @mariacastellanos_ri called “Style, Not Size”! Looks from #Zara Which outfit was your fav? 1, 2, or 3?! #fashion",15,"{'label': 'positive', 'score': 0.8129199743270874}",1,0,"my mini series with my bff called style, not size ! looks from zara which outfit was your fav? 1, 2, or 3?! fashion",False,False,0,0,none,False,0,[],0,0.0,0.007126497570425272,8.760276978136972e-05,0.00017378739721607417,0.00038826020318083465,0.00011663771874736995,curiosity,0.9269478917121887
391,4400000,131,True,95,63700,2021-01-04T01:48:35.000Z,5900000,21500000,82700,making my dream cottagecore dress (aka my daisy dress ) - inspired by the strawberry dress! #diy #fashion #cottagecore #strawberrydress,25,"{'label': 'positive', 'score': 0.7992873787879944}",0,0,making my dream cottagecore dress aka my daisy dress - inspired by the strawberry dress! diy fashion cottagecore strawberrydress,False,False,0,0,none,False,0,[],0,0.0,0.004396318923681974,8.789731509750709e-05,0.00018163218919653445,0.00028848100919276476,0.00012176054588053375,neutral,0.9844463467597961
392,626300,274,False,305,74000,2020-07-08T07:11:41.000Z,5900000,43500000,271900,Take me back to China #fashion #streetwear #xyzbca,31,"{'label': 'neutral', 'score': 0.7573262453079224}",1,0,take me back to china fashion streetwear xyzbca,False,False,0,0,none,False,0,[],0,0.0,0.0008126992033794522,0.0001074094616342336,0.00014030688907951117,0.00017650547670200467,0.00011758223990909755,neutral,0.9999362230300903
393,4400000,131,True,95,27600,2020-10-18T01:24:04.000Z,5900000,30900000,19000,"making a 12ft social distancing dress - part 1: the hoopskirt! part 2 is going to be the overskirt, bodice, and a matching mask!  #diy #fashion",27,"{'label': 'neutral', 'score': 0.6155637502670288}",0,0,"making a 12ft social distancing dress - part 1 the hoopskirt! part 2 is going to be the overskirt, bodice, and a matching mask! diy fashion",False,False,0,0,none,False,0,[],0,0.0,0.0585029236972332,0.0001355276326648891,0.0006182927754707634,0.0022351194638758898,0.0003216030017938465,neutral,0.9999923706054688
394,567800,13,False,122,34300,2022-04-10T02:42:15.000Z,5800000,53200000,36400,Can you learn these moves?#pose #fashion #uktiktok #photo #fyp,19,"{'label': 'neutral', 'score': 0.9033433198928833}",0,0,can you learn these moves? pose fashion uktiktok photo fyp,False,False,0,0,none,False,0,[],0,0.0,0.02075684443116188,0.00010813737753778696,0.00030161510221660137,0.0007372908294200897,0.0002234057174064219,curiosity,0.9993983507156372
395,252900,512,False,414,79500,2021-10-20T20:29:06.000Z,5800000,31600000,59200,Welcome to the reality of modeling in NYC. I'm so crushed. #fyp #nyc #modeling #fashion #model #nyclife,172,"{'label': 'negative', 'score': 0.6393156051635742}",1,0,welcome to the reality of modeling in nyc. i'm so crushed. fyp nyc modeling fashion model nyclife,False,False,0,0,none,False,0,[],0,0.0,0.0010880065383389592,0.00010183297126786783,0.00014644804468844086,0.00018880826246459037,0.00011113631626358256,gratitude,0.9990895986557007
396,13100000,141,True,2279,22500,2021-05-19T19:40:42.000Z,5600000,24500000,63800,$70.00 sports bra?  ignore how dirty my leggings are lmfao #makeup #beauty #fashion,59,"{'label': 'negative', 'score': 0.6768385171890259}",0,0,70.00 sports bra? ignore how dirty my leggings are lmfao makeup beauty fashion,False,False,0,0,none,False,0,[],0,0.0,0.6851157546043396,0.0020342350471764803,0.003130960976704955,0.024717113003134727,0.001497184974141419,admiration,0.9970117807388306
397,154500,1668,False,184,29800,2020-07-22T17:42:42.000Z,5600000,22800000,79400,"Once again, quarantine has ignited my love for crafting. I hope y’all enjoyed me ￼upcycling these jeans☺️ #upcycle #crafty #foryou #fashion",59,"{'label': 'positive', 'score': 0.9886619448661804}",0,0,"once again, quarantine has ignited my love for crafting. i hope y all enjoyed me upcycling these jeans upcycle crafty foryou fashion",False,False,0,0,none,False,0,[],0,0.0,0.0014064882416278124,9.732455509947613e-05,0.00016781363228801638,0.0002052603813353926,0.00011331311543472111,optimism,0.4691806137561798
398,3500000,262,True,261,27800,2020-03-10T17:44:48.000Z,5500000,37500000,34200,"Style, not size ep 4 with @mariacastellanos_ri Items from @superdown ! Which one is your favorite outfit? #fashion #superdown #bffgoals",15,"{'label': 'positive', 'score': 0.5082781314849854}",1,0,"style, not size ep 4 with items from ! which one is your favorite outfit? fashion superdown bffgoals",False,False,0,0,none,False,0,[],0,0.0,0.04382776841521263,0.00012923440954182297,0.0002638707810547203,0.001976599683985114,0.0002128152991645038,curiosity,0.9992456436157227
399,2500000,436,False,257,13200,2022-01-31T12:10:33.000Z,5500000,37700000,75700,4 poses for non-photogenic people #part2  #fyp #foryoupage #fashion #foryou #style #pose,19,"{'label': 'neutral', 'score': 0.8692745566368103}",0,0,4 poses for non-photogenic people part2 fyp foryoupage fashion foryou style pose,False,False,0,0,none,False,0,[],0,0.0,0.007205045782029629,9.076092828763649e-05,0.00016230698383878917,0.0003814951633103192,0.00012776795483659953,neutral,0.9999905824661255
400,363300,676,False,72,179000,2021-12-26T23:37:57.000Z,5200000,26900000,154700,#fyp #foryou #longtongue #longesttongue #worldstar #viral #crazy #bestvideo,7,"{'label': 'positive', 'score': 0.9063957333564758}",0,0,fyp foryou longtongue longesttongue worldstar viral crazy bestvideo,False,False,0,0,none,False,0,[],0,0.0,0.038430992513895035,0.0001259279961232096,0.00024370897153858095,0.001250326749868691,0.0002622460888233036,neutral,0.6354501843452454
401,86800,308,False,659,17000,2022-05-12T04:39:01.000Z,3900000,41300000,90900,#yosoycreador #fyp #parati  #foryoupage #foryou #viral #funny #bestvideo #tattoo #tatuaje #viral_video #tiktokviral_vidoes #emalla #messi,23,"{'label': 'positive', 'score': 0.8623037338256836}",0,0,yosoycreador fyp parati foryoupage foryou viral funny bestvideo tattoo tatuaje viral video tiktokviral vidoes emalla messi,False,False,0,0,none,False,0,[],0,0.0,0.11662285029888153,0.00032614616793580353,0.0010341726010665298,0.0023772562853991985,0.000988644897006452,amusement,0.8823974132537842
402,995600,31,False,209,16500,2022-01-12T13:07:25.000Z,3700000,15400000,14400,Magic horse and elf @aleks_nerwen Dress @helena_lee_way #bestvideo #horsevideo,12,"{'label': 'positive', 'score': 0.893796980381012}",1,0,magic horse and elf dress bestvideo horsevideo,False,False,0,0,none,False,0,[],0,0.0,0.0017128190957009792,9.257813508156687e-05,0.00015246534894686192,0.00022134165919851512,0.00011521757551236078,neutral,0.93931645154953
403,673600,11,False,571,7006,2021-10-03T19:30:00.000Z,3600000,82900000,8878,#bestvideo #tiktok4fun #thisis4u #loveyoutiktok,60,"{'label': 'positive', 'score': 0.9870237112045288}",0,0,bestvideo tiktok4fun thisis4u loveyoutiktok,False,False,0,0,none,False,0,[],0,0.0,0.13491226732730865,0.00041492696618661284,0.0007456597522832453,0.002478356473147869,0.0011254851706326008,love,0.9835280179977417
404,97600,636,False,24,19700,2021-09-01T21:27:42.000Z,3500000,22200000,74900,Karen be like.. #tiktok #foryoupage #fyp #foryou #viral #love #funny #memes #followme #fun #happy #follow#comedy #bestvideo #karen #karens #joemama #funnyvideo,32,"{'label': 'positive', 'score': 0.9472311735153198}",0,0,karen be like.. tiktok foryoupage fyp foryou viral love funny memes followme fun happy follow comedy bestvideo karen karens joemama funnyvideo,False,False,0,0,none,False,0,[],0,0.0,0.019351016730070114,0.00011123947479063645,0.00021891853248234838,0.0007408574456349015,0.00022083110525272787,amusement,0.9462774991989136
405,673600,11,False,571,5173,2021-11-12T15:00:00.000Z,2500000,78700000,7428,#bestvideo #whatthehales #100000$,60,"{'label': 'positive', 'score': 0.9423699378967285}",0,0,bestvideo whatthehales 100000,False,False,0,0,none,False,0,[],0,0.0,0.001238304190337658,9.621290519135073e-05,0.00013669597683474422,0.00019075350428465754,0.00010671809286577627,neutral,0.9998136162757874
406,56500,6,False,1,24900,2021-05-04T04:54:40.000Z,2400000,11100000,121100,#cat #foryou #comedy #sorrynotsorry #funny #comedian #tiktoker #like #follow #meme #video #foryoupage #parati #viral #bestvideo #lol #bloopers,11,"{'label': 'neutral', 'score': 0.5378035306930542}",0,0,cat foryou comedy sorrynotsorry funny comedian tiktoker like follow meme video foryoupage parati viral bestvideo lol bloopers,False,False,0,0,none,False,0,[],0,0.0,0.03403351083397865,0.00012879927817266434,0.00025922199711203575,0.00130298116710037,0.00023525624419562519,amusement,0.9970901012420654
407,293300,9,False,48,13200,2021-11-02T13:45:00.000Z,2300000,68800000,21200,#comedy #bestvideo,60,"{'label': 'positive', 'score': 0.9563871026039124}",0,0,comedy bestvideo,False,False,0,0,none,False,0,[],0,0.0,0.0016012844862416387,9.478736319579184e-05,0.0001488590642111376,0.0002011886244872585,9.546424553263932e-05,neutral,0.9983269572257996
408,166000,645,False,1942,1346,2019-10-12T21:15:56.000Z,2000000,35700000,4546,My most ever watched video over 10million views. #bestvideo #mostwatched #viral #love #tiktok #howtodo #sinker #joncol #fish #hunter #satisfying #fyp,21,"{'label': 'positive', 'score': 0.9821114540100098}",0,0,my most ever watched video over 10million views. bestvideo mostwatched viral love tiktok howtodo sinker joncol fish hunter satisfying fyp,False,False,0,0,none,False,0,[],0,0.0,0.006577518302947283,9.939971641870216e-05,0.00016255279479082674,0.0003961622132919729,0.00011956287926295772,admiration,0.9999252557754517
409,31400,14,False,40,11100,2022-04-22T19:51:44.000Z,2000000,31400000,19700,She’s too calm for this…#bestvideo #foryoupage #catsoftiktok,15,"{'label': 'positive', 'score': 0.6831710338592529}",0,0,she s too calm for this bestvideo foryoupage catsoftiktok,False,False,0,0,none,False,0,[],0,0.0,0.0013142238603904843,9.447550110053271e-05,0.00014202161401044577,0.00020019720250274986,0.00011411030573071912,neutral,0.9979681372642517
410,6500000,64,True,275,5772,2019-12-24T12:49:43.000Z,2000000,23600000,47200,JOHN CENAAAA #humor #comedy #funny #johncena #tiktok #pool #bestvideo #geraçãotiktok,11,"{'label': 'positive', 'score': 0.964404821395874}",0,0,john cenaaaa humor comedy funny johncena tiktok pool bestvideo gera otiktok,False,False,0,0,none,False,0,[],0,0.0,0.0022267161402851343,8.927132148528472e-05,0.0001579259696882218,0.0002307943650521338,0.00010497383482288569,amusement,0.999774158000946
411,116000,618,False,233,4349,2021-07-09T16:56:30.000Z,2000000,13100000,10900,JAJAJAJAJ la cara de Benito       #parati #fyp #fypシ #fouryoupage #fy #viral #funnyy #badbunny #bestvideo #pegar #risa #followme️ #badbunnypr,8,"{'label': 'neutral', 'score': 0.6245527267456055}",1,0,jajajajaj la cara de benito parati fyp fyp fouryoupage fy viral funnyy badbunny bestvideo pegar risa followme badbunnypr,False,False,0,0,none,False,0,[],0,0.0,0.3146790564060211,0.0007806966896168888,0.002669808454811573,0.01276678778231144,0.0011856954079121351,neutral,0.9997724890708923
412,568600,73,False,493,1155,2019-11-22T14:58:08.000Z,1500000,17700000,11300,mere Bhai mere yrr New Trend plzz watch till End ❤#JustWrapIt #bestvideo #slowmo #supporting #foryou #sikandar10 #abhi015 #india_84 #sambst,18,"{'label': 'positive', 'score': 0.9659423828125}",1,0,mere bhai mere yrr new trend plzz watch till end justwrapit bestvideo slowmo supporting foryou sikandar10 abhi015 india 84 sambst,False,False,0,0,none,False,0,[],0,0.0,0.008079447783529758,9.984849020838737e-05,0.00018768176960293204,0.00042336480692029,0.00014083701535128057,neutral,0.9999916553497314
413,673600,11,False,571,2186,2021-11-24T15:20:00.000Z,1500000,51700000,3064,#bestvideo #whatthehales #100000$,60,"{'label': 'positive', 'score': 0.9423699378967285}",0,0,bestvideo whatthehales 100000,False,False,0,0,none,False,0,[],0,0.0,0.001238304190337658,9.621290519135073e-05,0.00013669597683474422,0.00019075350428465754,0.00010671809286577627,neutral,0.9998136162757874
414,278300,57,False,109,53500,2022-04-08T16:32:15.000Z,1500000,43200000,215600,I can never un-see this. #BigComfy #EasyWithAdobeExpress #fyp #viral #tiktok4fun #bestvideo #tiktok #reels #funny #chicken #egg #easter,13,"{'label': 'positive', 'score': 0.9702882766723633}",0,0,i can never un-see this. bigcomfy easywithadobeexpress fyp viral tiktok4fun bestvideo tiktok reels funny chicken egg easter,False,False,0,0,none,False,0,[],0,0.0,0.04983031004667282,0.00017573250806890428,0.00038509321166202426,0.0018077193526551127,0.00031592778395861387,neutral,0.5974215269088745
415,40000,491,False,57,18900,2021-08-12T21:50:37.000Z,1300000,14200000,10900,Reply to @vinsonwashere here’s the video in real time. #foryou #fypシ #SyncYourMiO #foryourpage #trending #bestvideo #tiktok #followme #viral #fails,30,"{'label': 'neutral', 'score': 0.6521322131156921}",2,0,reply to here s the video in real time. foryou fyp syncyourmio foryourpage trending bestvideo tiktok followme viral fails,False,False,0,0,none,False,0,[],0,0.0,0.045405592769384384,0.00013944940292276442,0.0002850898017641157,0.001445923582650721,0.00031853903783485293,neutral,0.9999866485595703
416,310600,49,False,1459,7169,2022-07-04T17:52:21.000Z,1300000,8800000,4557,#pelicula #maxsteel #movie #parati #foryoupage #2022 #viral #edit #clips #bestvideo #fans #pyp #fyyyyyyyyyyyyyyyy #lenteja #viraltiktok #clip #matel #peliculaedit,49,"{'label': 'positive', 'score': 0.5297026038169861}",0,0,pelicula maxsteel movie parati foryoupage 2022 viral edit clips bestvideo fans pyp fyyyyyyyyyyyyyyyy lenteja viraltiktok clip matel peliculaedit,False,False,0,0,none,False,0,[],0,0.0,0.011511062271893024,0.00011878830991918221,0.00025082685169763863,0.0005448153242468834,0.0002488561731297523,neutral,0.9999915361404419
417,425700,5,False,673,1922,2021-10-25T10:55:00.000Z,1300000,26300000,1536,#comedy #bestvideo #1000000,60,"{'label': 'positive', 'score': 0.9491379261016846}",0,0,comedy bestvideo 1000000,False,False,0,0,none,False,0,[],0,0.0,0.0012132597621530294,9.656291513238102e-05,0.0001414423604728654,0.00018980100867338479,0.0001007468526950106,neutral,0.9977304339408875
418,4200000,4,False,197,1395,2021-05-18T11:42:40.000Z,1200000,9600000,2563,Makna senioritas (part 2) @babymaemei #inspirasi #motivasi #kebaikan #drama #viral #trending #ootd#fyp #fypbali #fypシ  #hiburan #bestvideo,78,"{'label': 'neutral', 'score': 0.5688185095787048}",0,0,makna senioritas part 2 inspirasi motivasi kebaikan drama viral trending ootd fyp fypbali fyp hiburan bestvideo,False,False,0,0,none,False,0,[],0,0.0,0.01876194030046463,0.000141178272315301,0.00031707045855000615,0.0008686176734045148,0.00025046407245099545,neutral,0.9986011385917664
419,293300,9,False,48,5673,2022-06-08T08:42:38.000Z,1200000,40200000,14200,#comedy #bestvideo #viral,60,"{'label': 'positive', 'score': 0.9495224356651306}",0,0,comedy bestvideo viral,False,False,0,0,none,False,0,[],0,0.0,0.004410774912685156,0.0001063156669260934,0.0001572902692714706,0.0002788736019283533,0.00010867750825127587,neutral,0.9996852874755859
420,241900,3734,False,145,56700,2022-04-08T10:13:33.000Z,5800000,47300000,200700,comell #tiktokmalaysia #cutegirl #fyp,49,"{'label': 'positive', 'score': 0.5334362387657166}",0,0,comell tiktokmalaysia cutegirl fyp,False,False,0,0,none,False,0,[],0,0.0,0.16330809891223907,0.00035764731001108885,0.0016741164727136493,0.008373429998755455,0.000529010605532676,neutral,0.981025755405426
421,709100,49,False,131,32100,2020-10-04T14:50:30.000Z,3200000,21400000,33900,If I m a boy #cutegirl,8,"{'label': 'positive', 'score': 0.579622745513916}",0,0,if i m a boy cutegirl,False,False,0,0,none,False,0,[],0,0.0,0.0030646154191344976,9.165677329292521e-05,0.00015800143592059612,0.00022838928271085024,0.00011140815331600606,neutral,0.9990984201431274
422,2100000,306,False,148,11300,2021-08-04T22:23:59.000Z,3100000,15000000,11700,« You scared me » she’s so cute ❤️ #xyzbca #foryou #dobby #cutegirl,9,"{'label': 'positive', 'score': 0.9074410200119019}",0,0,you scared me she s so cute xyzbca foryou dobby cutegirl,False,False,0,0,none,False,0,[],0,0.0,0.22294668853282928,0.00021931153605692089,0.0006958001176826656,0.009162035770714283,0.0005430355085991323,fear,0.9865661263465881
423,246300,17,False,85,6949,2020-01-19T18:17:45.000Z,2400000,18800000,37300,First steps  #läuft #cutegirl #mygirl #fatheranddaughter #fürdich #sweetbaby,15,"{'label': 'positive', 'score': 0.9026385545730591}",1,0,first steps l uft cutegirl mygirl fatheranddaughter f rdich sweetbaby,False,False,0,0,none,False,0,[],0,0.0,0.09959816932678223,0.0001987767464015633,0.0007049277774058282,0.006156200543045998,0.0002961064164992422,neutral,0.9999641180038452
