authorMeta/fans,authorMeta/following,authorMeta/verified,authorMeta/video,commentCount,createTimeISO,diggCount,playCount,shareCount,text,videoMeta/duration,clean_text,has_we,has_them,we_count,them_count,pronoun_type,has_othering,othering_score,matched_patterns,othering_predicted,othering_proba,toxicity,severe_toxicity,identity_attack,insult,threat,emotion,emotion_score
4200000,204,False,1397,37200,2020-06-23T01:04:54.000Z,5700000,36200000,139200,I can’t wit myself Instagram;@itsoraida #lmao,15,i can t wit myself instagram lmao,False,False,0,0,none,False,0,[],0,0.0,0.0734242349863052,0.0001951248850673,0.0004444072546903,0.0019630522001534,0.0003363769792485,amusement,0.999796450138092
42600,2401,False,216,78400,2021-06-20T20:48:31.000Z,5600000,25700000,110500,#ladygaga #gaga #mothermonster #ladygagachallenge #ladygagavideos #live #singer #artist #foryoupage #fyp #foryou #lmao #haha #fail #trynottolaugh,23,ladygaga gaga mothermonster ladygagachallenge ladygagavideos live singer artist foryoupage fyp foryou lmao haha fail trynottolaugh,False,False,0,0,none,False,0,[],0,0.0,0.4090766012668609,0.0008266068762168,0.0033152245450764,0.0365015044808387,0.0007755854167044,amusement,0.997378945350647
278600,332,False,757,17400,2022-02-12T22:54:49.000Z,5600000,36900000,211300,#stitch with @gavinfujjj unreal!! #stitch #fypシ #WTF #jokes #funniest #foryoupage #fyp #AlaskaAirCAREoke #crazy #lmao #fish #dogshit,15,stitch with unreal!! stitch fyp wtf jokes funniest foryoupage fyp alaskaaircareoke crazy lmao fish dogshit,False,False,0,0,none,False,0,[],0,0.0,0.8084858059883118,0.0043738894164562,0.007556339725852,0.1456176191568374,0.0013993077445775,amusement,0.9997162222862244
7800000,13,False,526,59400,2022-01-05T01:10:40.000Z,5500000,27700000,219400,#fyp #lmao #comedy,56,fyp lmao comedy,False,False,0,0,none,False,0,[],0,0.0,0.0174185242503881,0.0001322149619227,0.00035029562423,0.0008113972726278,0.0001818640739656,amusement,0.9998123049736024
26700000,117,True,299,94700,2020-06-01T20:08:25.000Z,13800000,78500000,238900,People VS. Cartoons Ep. 4 #cartoons #comedy #humor #wholesome,58,people vs. cartoons ep. 4 cartoons comedy humor wholesome,False,False,0,0,none,False,0,[],0,0.0,0.0010525860125198,0.0001004164369078,0.0001425015507265,0.000191663071746,0.0001123951806221,amusement,0.9977909326553344
21200000,34,True,790,132900,2021-07-21T14:56:20.000Z,13700000,118300000,362600,Android vs Apple  #mercuri_88 #littlebrother #mom #foryou #foryoupage #fyp #fypシ #funny #comedy #humor #xyzbca #apple #4u #fy #pov #trend #viral,10,android vs apple mercuri 88 littlebrother mom foryou foryoupage fyp fyp funny comedy humor xyzbca apple 4u fy pov trend viral,False,False,0,0,none,False,0,[],0,0.0,0.0247367434203624,0.0001084532777895,0.0002678934542927,0.001063983538188,0.0001785836648195,neutral,0.9983183145523072
285900,102,False,11,118400,2022-05-06T23:00:37.000Z,12900000,80100000,174300,El mejor video que van a ver hoy #parati #fyp #lentejas #humor,13,el mejor video que van a ver hoy parati fyp lentejas humor,False,False,0,0,none,False,0,[],0,0.0,0.0674841776490211,0.0002362574159633,0.0007752765668556,0.0015269520226866,0.0004766503698192,neutral,0.9995297193527222
708000,456,False,81,78800,2021-11-10T04:48:26.000Z,11400000,74900000,240600,#fypシ #humor #fypシ゚viral,10,fyp humor fyp viral,False,False,0,0,none,False,0,[],0,0.0,0.1008979305624961,0.0002605687477625,0.0005762071232311,0.0032047370914369,0.0002388195571256,neutral,0.999980926513672
620500,108,False,338,311100,2021-02-20T23:39:31.000Z,10900000,82200000,679200,MICHAEL J#michaeljackson #character #parati #makeup #viral #comedy #humor #omg #foru #fyp #foryou #scared #xyzbca #colombia #susto #funny #fail,16,michael j michaeljackson character parati makeup viral comedy humor omg foru fyp foryou scared xyzbca colombia susto funny fail,False,False,0,0,none,False,0,[],0,0.0,0.1402986496686935,0.0001668235199758,0.0006008635973557,0.0068878270685672,0.0003591842250898,fear,0.9916239380836488
4000000,225,False,354,102700,2020-11-03T16:39:19.000Z,10400000,69600000,720300,#fyp #foryou #humor,8,fyp foryou humor,False,False,0,0,none,False,0,[],0,0.0,0.0377029553055763,0.0001266162435058,0.0002850104356184,0.0012685328256338,0.0001810443209251,neutral,0.9999788999557496
21200000,34,True,790,56200,2021-08-12T13:58:45.000Z,9500000,143000000,154100,Getting caught #mercuri_88 #littlebrother #mom #foryou #foryoupage #beggin #pov #trend #comedy #funny #humor #xyzbca #perte #music #fy #4u #fyp #fypシ,8,getting caught mercuri 88 littlebrother mom foryou foryoupage beggin pov trend comedy funny humor xyzbca perte music fy 4u fyp fyp,False,False,0,0,none,False,0,[],0,0.0,0.5262271761894226,0.0015082985628396,0.005546836182475,0.103364884853363,0.0007303770398721,amusement,0.9967939257621764
1900000,47,True,183,136400,2021-10-07T18:00:34.000Z,9500000,77200000,138700,Karen put me on citizens arrest  #wow #karen #viral #skit #sketchcomedy #foryou  #foryoupage   #funny #humor @jakehunterofficial,11,karen put me on citizens arrest wow karen viral skit sketchcomedy foryou foryoupage funny humor,False,False,0,0,none,False,0,[],0,0.0,0.0029375511221587,8.895486826077104e-05,0.0001453416625736,0.0002383139217272,0.0001126210117945,amusement,0.9933634996414183
1200000,0,False,236,36200,2022-01-25T03:05:23.000Z,8600000,81200000,91500,Espantando compañeros de trabajo Parte 2 #humor #jajaja #parati #foryou,15,espantando compa eros de trabajo parte 2 humor jajaja parati foryou,False,False,0,0,none,False,0,[],0,0.0,0.0258202813565731,0.0001415659644408,0.0003990245750173,0.0008102356223389,0.0002685752697288,neutral,0.9999715089797974
390700,171,False,20,40400,2022-07-11T22:26:36.000Z,8600000,52600000,190700,#fyp #fypシ  un michi maestro. #humor,50,fyp fyp un michi maestro. humor,False,False,0,0,none,False,0,[],0,0.0,0.0079786032438278,0.0001047730111167,0.0002397901844233,0.0004470034036785,0.0001353180559817,amusement,0.9669885039329528
169500,4,False,13,59600,2022-07-11T20:32:59.000Z,8100000,44800000,134400,#humor @duvanvoz,11,humor,False,False,0,0,none,False,0,[],0,0.0,0.0011406427947804,0.0001050920182024,0.0001516860793344,0.0001896628091344,0.0001010082050925,neutral,0.9999678134918212
3400000,287,True,42,128200,2020-12-29T20:41:23.000Z,7700000,43100000,1000000,"wake up, doris  #sodramatic #humor #oldpeoplefacebook #boomer #musician #producer",48,"wake up, doris sodramatic humor oldpeoplefacebook boomer musician producer",False,False,0,0,none,False,0,[],0,0.0,0.0033417583908885,8.250833343481645e-05,0.0001683434675214,0.0002800448564812,0.0001116157218348,neutral,0.9999921321868896
1200000,0,False,27,108700,2021-06-06T11:17:46.000Z,7700000,105900000,481700,Thanks grandma  #funny #tizilwa #mauritius #viral #humor #fyp #trending #foryou #tiktok #foryoupage #comedy #xyzbca #mru #like #fypシ #treasure #fy,56,thanks grandma funny tizilwa mauritius viral humor fyp trending foryou tiktok foryoupage comedy xyzbca mru like fyp treasure fy,False,False,0,0,none,False,0,[],0,0.0,0.0253036245703697,0.0001203404535772,0.0003181226493325,0.0010463558137416,0.0002294268633704,gratitude,0.9999657869338988
323800,1417,False,31,100600,2021-11-13T01:59:06.000Z,7700000,63900000,318200,#humor #risa #comedia #fyp,10,humor risa comedia fyp,False,False,0,0,none,False,0,[],0,0.0,0.0168209802359342,0.0001199252001242,0.0002950223570223,0.0007352192769758,0.0001625921577215,neutral,0.999987244606018
21200000,34,True,790,61700,2020-12-03T16:26:55.000Z,7600000,62800000,436100,Brothers 11 #mercuri_88 #iphone #perte #neiperte #foryou #foryoupage #fyp #omg #wtf #brother #rifatta #viral #humor #comedy #fun #funny #xyzbca #ad,7,brothers 11 mercuri 88 iphone perte neiperte foryou foryoupage fyp omg wtf brother rifatta viral humor comedy fun funny xyzbca ad,False,False,0,0,none,False,0,[],0,0.0,0.2217716574668884,0.0011581800645217,0.0017056493088603,0.0128641473129391,0.0007339532603509,neutral,0.8975344300270081
474900,78,False,267,66500,2021-06-19T19:41:22.000Z,7500000,60000000,372300,#pegar un video de @jbetetaa #teamtoxicosttt #humor #fypシ #parati ❌jajaja todo lo contrario,14,pegar un video de teamtoxicosttt humor fyp parati jajaja todo lo contrario,False,False,0,0,none,False,0,[],0,0.0,0.0878404751420021,0.0002714380971156,0.0008400192018598,0.0019081950886175,0.0005261960905045,neutral,0.9999860525131226
263900,85,False,48,129000,2022-04-25T23:40:39.000Z,7300000,42100000,231600,#shitpos  #humor,23,shitpos humor,False,False,0,0,none,False,0,[],0,0.0,0.871084451675415,0.010655797086656,0.0021574620623141,0.0852948650717735,0.0011551171774044,neutral,0.999935269355774
803100,217,False,58,34200,2021-02-05T23:04:55.000Z,7300000,41800000,184500,The mask everyone loves. #maskoff #mask #newsom #covidmask #humor #maskless #nomasknoservice #nomask,42,the mask everyone loves. maskoff mask newsom covidmask humor maskless nomasknoservice nomask,False,False,0,0,none,False,0,[],0,0.0,0.0113726891577243,9.394438529852778e-05,0.000222249305807,0.0005291661364026,0.0001695448736427,love,0.4977627098560333
803100,217,False,58,15500,2021-03-19T21:45:37.000Z,7000000,35100000,12900,Part 1 fishing for fun #maskoff #mask #covidmask #humor#nomasknoservice #nomask #fyp,30,part 1 fishing for fun maskoff mask covidmask humor nomasknoservice nomask fyp,False,False,0,0,none,False,0,[],0,0.0,0.0374711863696575,0.0001288356288569,0.0003052039828617,0.001328935730271,0.0002449798048473,neutral,0.969978392124176
26700000,117,True,299,57200,2020-09-21T21:55:11.000Z,6900000,54000000,202700,If people did everything aggressively. Part 2 #physicalcomedy #humor,31,if people did everything aggressively. part 2 physicalcomedy humor,False,False,0,0,none,False,0,[],0,0.0,0.0008586391923017,0.0001057709305314,0.0001359969028271,0.000183875192306,0.0001130086020566,annoyance,0.7054426670074463
14400000,1,True,763,73600,2020-01-21T23:06:17.000Z,22800000,266800000,715500,Stand up challenge!!! #wedidit #fun #standupchallenge #challenge @scott_mathison_ @gymshark,16,stand up challenge!!! wedidit fun standupchallenge challenge,False,False,0,0,none,False,0,[],0,0.0,0.028548739850521,0.0001287585037061,0.0002583128516562,0.0008989272173494,0.000215989377466,neutral,0.9999845027923584
2200000,6,False,89,137300,2022-04-14T02:40:59.000Z,16300000,300600000,989900,#fyp #fun #memes #cute #petdog #foryou #funny #pet,10,fyp fun memes cute petdog foryou funny pet,False,False,0,0,none,False,0,[],0,0.0,0.0575275532901287,0.0001326362107647,0.0003442216839175,0.002313301898539,0.0002727772807702,amusement,0.9941493272781372
4100000,154,False,315,35800,2022-05-09T12:52:32.000Z,14500000,144400000,192200,#weee # #pets #cat #pet #animals #animal #catlover #fun #dog #funnyy #dogs #cats #funnyvideos #funny #wee,42,weee pets cat pet animals animal catlover fun dog funnyy dogs cats funnyvideos funny wee,False,False,0,0,none,True,1,['animals'],1,0.25,0.0290542338043451,0.0001166751026175,0.000308554212097,0.0011322431964799,0.0002561854198575,amusement,0.9987138509750366
3300000,113,True,40,197600,2020-11-11T02:50:14.000Z,12600000,76700000,337200,☠️ #ocean #fun #nature,8,ocean fun nature,False,False,0,0,none,False,0,[],0,0.0,0.0009361075935885,0.000107205218228,0.000144801888382,0.0001817066804505,0.0001147211660281,neutral,0.9959062337875366
8300000,176,True,415,126200,2020-11-27T05:15:29.000Z,11300000,198800000,303600,Who remembers these ?!? #sheslikeyouandme #parkour #brisbane #viral #videogame #fun #foru #jump #cool #wallrun #explore #aus #australia #risk #danger,14,who remembers these ?!? sheslikeyouandme parkour brisbane viral videogame fun foru jump cool wallrun explore aus australia risk danger,False,False,0,0,none,False,0,[],0,0.0,0.0101512325927615,9.349458559881896e-05,0.0001982932590181,0.0004603210254572,0.0001598040107637,curiosity,0.9977939128875732
248500,175,False,59,120400,2021-02-20T17:37:31.000Z,10000000,71600000,473100,#humour #fun #catsoftiktok ##1rire1don,10,humour fun catsoftiktok 1rire1don,False,False,0,0,none,False,0,[],0,0.0,0.0149662848562002,0.0001017636604956,0.0002741338103078,0.0006666441913694,0.0001862076460383,amusement,0.9950814247131348
2900000,23,False,142,28800,2022-01-08T12:31:49.000Z,9400000,72600000,138000,#laugh #cats #cat #fun # #animals #funny #wee #animal #funnyvideos #funnyvideo,20,laugh cats cat fun animals funny wee animal funnyvideos funnyvideo,False,False,0,0,none,True,1,['animals'],1,0.25,0.0069534853100776,8.958933176472783e-05,0.0001964662515092,0.0003952184342779,0.0001396986772306,amusement,0.9997578263282776
2900000,23,False,142,40200,2022-06-14T13:20:33.000Z,9400000,62200000,120800,#laugh #funny #cat #funnyvideo #funnyvideos #wee #cats #pet #fun #animals #pets #dog #animal #,45,laugh funny cat funnyvideo funnyvideos wee cats pet fun animals pets dog animal,False,False,0,0,none,True,1,['animals'],1,0.25,0.0267443470656871,0.0001173029377241,0.0003107354859821,0.0010276879183948,0.0002497882233001,amusement,0.99970942735672
130300,47,False,12,88700,2021-02-25T18:22:36.000Z,8900000,44200000,102100,Taking a Trip #fy#fyp#viral#ice#travel#fun#lmao,22,taking a trip fy fyp viral ice travel fun lmao,False,False,0,0,none,False,0,[],0,0.0,0.0502153970301151,0.0001799663878045,0.0003378955007065,0.0016601951792836,0.0002644982305355,amusement,0.999621033668518
3000000,3,False,316,20100,2021-11-30T23:17:40.000Z,8700000,68700000,97100,I #GOTEM #haha # # # #loveit #fun #funny #silly #comedy #joshnasar #nasar #bekind #funnyvideos #funnyvideo #fyp #viral #viralvideo #,12,i gotem haha loveit fun funny silly comedy joshnasar nasar bekind funnyvideos funnyvideo fyp viral viralvideo,False,False,0,0,none,False,0,[],0,0.0,0.0684620514512062,0.0001670960773481,0.0004488099075388,0.0019189351005479,0.0004241771821398,love,0.5438361167907715
132700,97,False,32,65700,2022-05-15T13:09:00.000Z,7700000,36700000,126600,Oh no #fyp #funny #fun,15,oh no fyp funny fun,False,False,0,0,none,False,0,[],0,0.0,0.0130114909261465,0.000103830549051,0.0002353556337766,0.0006285257986746,0.0001205499356728,amusement,0.381156325340271
21200000,34,True,790,61700,2020-12-03T16:26:55.000Z,7600000,62800000,436100,Brothers 11 #mercuri_88 #iphone #perte #neiperte #foryou #foryoupage #fyp #omg #wtf #brother #rifatta #viral #humor #comedy #fun #funny #xyzbca #ad,7,brothers 11 mercuri 88 iphone perte neiperte foryou foryoupage fyp omg wtf brother rifatta viral humor comedy fun funny xyzbca ad,False,False,0,0,none,False,0,[],0,0.0,0.2217716574668884,0.0011581800645217,0.0017056493088603,0.0128641473129391,0.0007339532603509,neutral,0.8975344300270081
528600,273,False,274,20600,2021-11-02T14:55:02.000Z,7600000,48000000,30000,Stacking bags 101  #fyp #foryou #airport #yvr #rampagent #737max #737 #baggage #travel #travelling #vancouver #fun #atwork #fypシ #boeing,33,stacking bags 101 fyp foryou airport yvr rampagent 737max 737 baggage travel travelling vancouver fun atwork fyp boeing,False,False,0,0,none,False,0,[],0,0.0,0.0025737565010786,8.808761049294844e-05,0.0001423961366526,0.0002481945848558,0.0001010407795547,neutral,0.9997685551643372
3300000,113,True,40,62500,2020-02-24T02:48:24.000Z,7300000,64300000,153400,These things freak me out #satisfying #life #fun,10,these things freak me out satisfying life fun,False,False,0,0,none,False,0,[],0,0.0,0.0554592944681644,0.0002098554832627,0.0002500868286006,0.001001815428026,0.0002997426199726,amusement,0.8374722003936768
19900000,13,True,210,21900,2020-01-12T05:22:10.000Z,7300000,115900000,196500,Hello Kaun ya Corn  #hellokaun #fyp #trending #comedy #fun #shilpashetty,15,hello kaun ya corn hellokaun fyp trending comedy fun shilpashetty,False,False,0,0,none,False,0,[],0,0.0,0.2691074013710022,0.0005965271848253,0.0037105355877429,0.0356881655752658,0.0006068314542062,amusement,0.999386429786682
1100000,34,False,500,12300,2020-09-19T19:04:01.000Z,6900000,51200000,10100,This is amazing #fyp #foryou #fun #challenge #tiktok  #Denim4all #SometimesIRun #MyArt,14,this is amazing fyp foryou fun challenge tiktok denim4all sometimesirun myart,False,False,0,0,none,False,0,[],0,0.0,0.0380758754909038,0.0001456732570659,0.0003542861959431,0.0013689323095604,0.0002864007255993,admiration,0.990476131439209
4100000,154,False,315,32100,2022-03-29T12:21:39.000Z,6700000,36200000,112100,#wee #funny #dogs #pet #cat #pets #animals #animal #catlover #funnyy #fun #dog #cats #Wee #weee #,28,wee funny dogs pet cat pets animals animal catlover funnyy fun dog cats wee weee,False,False,0,0,none,True,1,['animals'],1,0.25,0.0335489921271801,0.0001206144443131,0.0003358929243404,0.0013120108051225,0.0002627453650347,amusement,0.9780478477478028
4500000,166,False,42,16800,2019-11-25T12:18:33.000Z,6700000,64000000,56200,İnstagram: sanat20sokakta #troll #comedia #tiktok #komedi #viral #fun #world #komedi #lol,11,i nstagram sanat20sokakta troll comedia tiktok komedi viral fun world komedi lol,False,False,0,0,none,False,0,[],0,0.0,0.4196194410324096,0.0016437716549262,0.0059994794428348,0.0199490785598754,0.0025290919002145,amusement,0.9980418682098388
2900000,23,False,142,31600,2022-06-22T12:48:58.000Z,6600000,43500000,73400,The end #cat #funnyvideos #funnyvideo #pet #cats #fun #pets #animals #dog #funny #laugh #catsoftiktok #,49,the end cat funnyvideos funnyvideo pet cats fun pets animals dog funny laugh catsoftiktok,False,False,0,0,none,True,1,['animals'],1,0.25,0.0067774690687656,8.993110532173887e-05,0.00019293850346,0.0004066692490596,0.0001483079395256,amusement,0.9995871186256408
4100000,154,False,315,14400,2022-05-13T13:09:49.000Z,6600000,41200000,58000,#pets #cat #pet #animal #catlover #fun #dog #funnyy #dogs #cats #funnyvideos #funny #animals #Wee #,49,pets cat pet animal catlover fun dog funnyy dogs cats funnyvideos funny animals wee,False,False,0,0,none,True,1,['animals'],1,0.25,0.0229074712842702,0.0001091083322535,0.000282952474663,0.0009656400070525,0.000221789086936,amusement,0.9994376301765442
1500000,69,False,19,151700,2021-02-02T21:23:50.000Z,18900000,110100000,394000,Had to make sure momma was there #funny #fyp #raccoons #love #bff #foryoupage #ThisorThatSBLV,10,had to make sure momma was there funny fyp raccoons love bff foryoupage thisorthatsblv,False,False,0,0,none,False,0,[],0,0.0,0.2360704392194748,0.0005900366231799,0.0017014131881296,0.0371054001152515,0.0003586822422221,amusement,0.8545066714286804
11100000,103,True,61,257500,2021-03-12T18:08:30.000Z,16000000,102300000,485700,Save the bees! #bees #tiktok #foryou #fyp #nature #love #animals #amazing,59,save the bees! bees tiktok foryou fyp nature love animals amazing,False,False,0,0,none,True,1,['animals'],1,0.25,0.0504997298121452,0.0001297057606279,0.0005771613214164,0.0015163919888436,0.0003655544423963,love,0.916223406791687
405600,41,False,120,73800,2020-12-27T15:59:18.000Z,11400000,67300000,82200,Follow for more#girls #fyp #love,10,follow for more girls fyp love,False,False,0,0,none,False,0,[],0,0.0,0.1759455054998397,0.0002866580616682,0.0014197585405781,0.003876716364175,0.0007625819998793,neutral,0.6618205904960632
726600,1151,False,375,105500,2020-10-18T03:21:23.000Z,11200000,73000000,297900,my quads are burning  #SkateLife #ThriftShop #DoItBold #love #foryou #fyp #tend,10,my quads are burning skatelife thriftshop doitbold love foryou fyp tend,False,False,0,0,none,False,0,[],0,0.0,0.2663841247558594,0.0003395451058167,0.000726974743884,0.0078060808591544,0.0004920092760585,love,0.9989845156669616
986700,947,True,367,75400,2020-08-25T09:01:40.000Z,10500000,61600000,170400,Kimba tried recording us  wait for it  #Elephant #Love  @rene_casselly,27,kimba tried recording us wait for it elephant love,True,False,1,0,we_only,False,0,[],0,0.0,0.0025209481827914,8.963367872638628e-05,0.0001749911025399,0.000213861640077,0.0001073689127224,neutral,0.9999731779098512
2500000,18,False,850,110200,2020-12-14T23:03:49.000Z,10000000,40700000,157600,he thought i was serious  #prank #love #fyp #foryou,57,he thought i was serious prank love fyp foryou,False,False,0,0,none,False,0,[],0,0.0,0.0503258928656578,0.000122809651657,0.0003387615142855,0.0018591133411973,0.0002623713517095,neutral,0.550592303276062
1700000,1401,False,50,150100,2020-03-02T00:05:33.000Z,9900000,39200000,192400,"share if you love your grandpa, too ❤️ #fyp #xyzabc #drawing #art #love #grandpa #whoeverhas blow this up & I’ll post his reaction",59,"share if you love your grandpa, too fyp xyzabc drawing art love grandpa whoeverhas blow this up i ll post his reaction",False,False,0,0,none,False,0,[],0,0.0,0.044385265558958,0.0002713426365517,0.000776769942604,0.0012477558339014,0.0026334717404097,love,0.8901658654212952
3500000,2,False,1072,91100,2022-01-26T16:08:13.000Z,9800000,64100000,132400,Patience with the patient! #drtom #veterinarian #vetlife #viral #fyp #foryou #animaldoctor #fypシ #vibes #veterinariansoftiktok #love #dog #dogsofttiktok #compassion,180,patience with the patient! drtom veterinarian vetlife viral fyp foryou animaldoctor fyp vibes veterinariansoftiktok love dog dogsofttiktok compassion,False,False,0,0,none,False,0,[],0,0.0,0.1289157420396804,0.0002130178909283,0.0010687379399314,0.0040512564592063,0.0005887181614525,neutral,0.988789677619934
1200000,15,False,218,50000,2020-02-23T14:13:50.000Z,9700000,97500000,207700,Video Accha lage toh zarur Like karna❤️#slowmo #fyp #foryou #trending #dance #danceindia #foryoupage #dhoka #breakup #love #onesidelove,11,video accha lage toh zarur like karna slowmo fyp foryou trending dance danceindia foryoupage dhoka breakup love onesidelove,False,False,0,0,none,False,0,[],0,0.0,0.0955948233604431,0.0002529544290155,0.0005600957083515,0.0030535808764398,0.0003693610196933,neutral,0.999193012714386
753100,3094,False,275,95200,2021-03-23T12:56:09.000Z,9600000,57400000,458600,SP Meets Puppy #puppy #puppytiktok #fyp #lab #cute #cockatoo #parrot #baby #love,8,sp meets puppy puppy puppytiktok fyp lab cute cockatoo parrot baby love,False,False,0,0,none,False,0,[],0,0.0,0.5330407023429871,0.0012804338475689,0.0030650848057121,0.0588665902614593,0.0010346603812649,love,0.9988874793052672
14300000,15,True,3289,111000,2020-02-02T13:08:08.000Z,9500000,236600000,577800,Tik tok per kisse milna chahte hai uska nam likhiye ..#foryou #angelrai #foryoupage #duetwithangel #tiktokindia #viral #trending #apnehisabse #love,12,tik tok per kisse milna chahte hai uska nam likhiye .. foryou angelrai foryoupage duetwithangel tiktokindia viral trending apnehisabse love,False,False,0,0,none,False,0,[],0,0.0,0.0934596806764602,0.0002971131179947,0.0009157660533674,0.0019325497560203,0.000789665384218,neutral,0.7077891826629639
1800000,119,False,345,394000,2020-12-23T13:03:03.000Z,9400000,87200000,399400,I don’t know why i got so much hate ? Stop hating . #moaca #dog #love #fyp #voorjou #viral #cute #beauty #eating #thenetherlands,10,i don t know why i got so much hate ? stop hating . moaca dog love fyp voorjou viral cute beauty eating thenetherlands,False,False,0,0,none,False,0,[],0,0.0,0.3825790584087372,0.0003431302029639,0.0029213766101747,0.0104130506515502,0.0014858864014968,confusion,0.6675904989242554
6500000,124,True,473,106100,2020-07-22T18:52:45.000Z,9100000,107200000,419300,"Кто из них настоящий мужчина? Отец должен быть примером, а не обидчиком Насилие-это неправильно и страшно. #love #lovestory #family",48,"? , - . love lovestory family",False,False,0,0,none,False,0,[],0,0.0,0.0010692806681618,0.0001031889696605,0.0001493864547228,0.0001836048613768,0.0001245460734935,love,0.993831992149353
2200000,0,False,586,151100,2021-12-20T05:51:04.000Z,8900000,91500000,134100,Social experiment❤️I recognised a love when a beggar shared his food with me respect ✊#foryou #foryoupage #respect #love,30,social experiment i recognised a love when a beggar shared his food with me respect foryou foryoupage respect love,False,False,0,0,none,False,0,[],0,0.0,0.0100488811731338,0.0001053740852512,0.0004462979268282,0.0008974962984211,0.0001312787935603,love,0.9994975328445436
171200,130,False,52,117700,2020-11-25T21:20:33.000Z,8900000,36700000,381100,My boo #fyp #foryoupage #dog #puppylove #love #pet #myboo #whenwewereyounger #xzybca #trending,9,my boo fyp foryoupage dog puppylove love pet myboo whenwewereyounger xzybca trending,False,False,0,0,none,False,0,[],0,0.0,0.514975905418396,0.0012418045662343,0.00396792544052,0.0671687647700309,0.0008666660869494,love,0.999302864074707
22400000,26,True,309,20000,2020-10-20T16:25:18.000Z,8800000,85700000,17900,She CHOSE him because I didn’t have enough  #tiktok #love #viral #fyp #foryou,58,she chose him because i didn t have enough tiktok love viral fyp foryou,False,False,0,0,none,False,0,[],0,0.0,0.1162553429603576,0.0002779336937237,0.0005245208158157,0.004641561768949,0.0003515084390528,neutral,0.8849985003471375
4000000,97,False,1032,106800,2022-04-27T20:20:38.000Z,17300000,94900000,263200,Boops! #NOTpets #jaguar #jag #cougar #purr #purring #purrs #hyena #bear #boop #boops #boopthesnoot #boopboopboop #love #amazing #bigcat #bigcats #cat #cats #lion #lioness #lions #fl #florida #fyp,61,boops! notpets jaguar jag cougar purr purring purrs hyena bear boop boops boopthesnoot boopboopboop love amazing bigcat bigcats cat cats lion lioness lions fl florida fyp,False,False,0,0,none,False,0,[],0,0.0,0.5621236562728882,0.0021566255018115,0.0086151445284485,0.059829369187355,0.0018293322063982,love,0.998978853225708
14000000,192,False,406,47500,2021-10-26T16:37:00.000Z,8400000,110600000,70100,Spa Day 64  @noeminikita #spa #spaday #skincare #skincareroutine #spanight #foryoupage #tiktok #love #couple #fyp,57,spa day 64 spa spaday skincare skincareroutine spanight foryoupage tiktok love couple fyp,False,False,0,0,none,False,0,[],0,0.0,0.050131406635046,0.0001698608975857,0.00030795118073,0.0016194545896723,0.0002611512318253,love,0.9975844621658324
11000000,797,True,700,21800,2022-05-11T00:08:07.000Z,8200000,105500000,22000,‍♀️ @jlo1017 #fyp #FindYourEdge#love #LetsPlay #AmericanIdol #foryou,8,fyp findyouredge love letsplay americanidol foryou,False,False,0,0,none,False,0,[],0,0.0,0.0679987072944641,0.0001554856426082,0.0007521677762269,0.0014613290550187,0.000444308592705,neutral,0.8292235732078552
286100,0,False,5,86300,2021-07-25T02:45:07.000Z,8200000,44200000,95300,#tiktok #instagram #love #like #viral #follow #memes #explorepage #instagood #likeforlikes,13,tiktok instagram love like viral follow memes explorepage instagood likeforlikes,False,False,0,0,none,False,0,[],0,0.0,0.041207481175661,0.0001621328119654,0.0003358455724082,0.0010094012832269,0.0003520906902849,neutral,0.9936317801475524
3500000,417,False,702,164600,2021-07-06T02:36:20.000Z,11700000,120500000,398200,Check out this detail second one of the day #detailing #fyp #like #share #comment #follow #viral,167,check out this detail second one of the day detailing fyp like share comment follow viral,False,False,0,0,none,False,0,[],0,0.0,0.0150641147047281,0.0001111369565478,0.0002020963001996,0.0006317406077869,0.0001455380406696,neutral,0.9999837875366212
921000,97,False,299,79300,2020-11-26T17:22:12.000Z,11200000,146600000,291800,Baby learns to swim#tiktok #swim #baby #foryou #follow #fyp,15,baby learns to swim tiktok swim baby foryou follow fyp,False,False,0,0,none,False,0,[],0,0.0,0.0585773028433322,0.0001544032711535,0.0005398662178777,0.0020021030213683,0.0004171514883637,neutral,0.9998912811279296
376600,593,False,806,9326,2020-12-01T13:08:00.000Z,8700000,14000000,2188,Raga ma sono impossibili ‍♂️ #perte #screen #trend #fyp #viral #neiperte #tiktok #foryou #like #follow #crazy,9,raga ma sono impossibili perte screen trend fyp viral neiperte tiktok foryou like follow crazy,False,False,0,0,none,False,0,[],0,0.0,0.630462110042572,0.0014016150962561,0.0058955801650881,0.0439252853393554,0.0023413717281073,neutral,0.996167004108429
286100,0,False,5,86300,2021-07-25T02:45:07.000Z,8200000,44200000,95300,#tiktok #instagram #love #like #viral #follow #memes #explorepage #instagood #likeforlikes,13,tiktok instagram love like viral follow memes explorepage instagood likeforlikes,False,False,0,0,none,False,0,[],0,0.0,0.041207481175661,0.0001621328119654,0.0003358455724082,0.0010094012832269,0.0003520906902849,neutral,0.9936317801475524
